"word","count","disc_count","fw_count","estimate","leftover_prob","beta"
"of_the",441,440.3,1984,0.221925403,0.574603175,0.759143265605601
"in_the",397,396.3,1587,0.249716446,0.530730479,0.784122665005601
"to_the",234,233.3,2827,0.082525646,0.634188034,0.848105371405601
"on_the",211,210.3,869,0.242002301,0.600473934,0.866083132605601
"for_the",193,192.3,1092,0.176098901,0.562176166,0.860687744205601
"to_be",174,173.3,2827,0.061301733,0.494827586,0.597912714637571
"at_the",149,148.3,601,0.246755408,0.544966443,0.913550182205601
"and_the",134,133.3,2430,0.054855967,0.658208955,0.921169619805601
"with_the",109,108.3,735,0.147346939,0.610091743,0.919378023205601
"for_a",101,100.3,1092,0.091849817,0.540594059,0.843848421441397
"it_is",99,98.3,936,0.105021368,0.509090909,0.575922560094903
"in_a",96,95.3,1587,0.06005041,0.641666667,0.883748672441397
"is_a",95,94.3,1138,0.082864675,0.618947368,0.868037948441397
"it_was",94,93.3,936,0.099679487,0.491489362,0.70250775423511
"if_you",89,88.3,280,0.315357143,0.353932584,0.629468599405797
"i_was",85,84.3,1571,0.053660089,0.510588235,0.70595603023511
"will_be",84,83.3,318,0.261949686,0.516666667,0.689563569637571
"i_have",83,82.3,1571,0.052387015,0.371084337,0.513127469972973
"from_the",81,80.3,394,0.203807107,0.674074074,0.944316243405601
"is_the",79,78.3,1138,0.068804921,0.53164557,0.909802240405601
"i_am",78,77.3,1571,0.049204328,0.484615385,0.492783510103093
"with_a",76,75.3,735,0.10244898,0.672368421,0.891853413441397
"to_a",75,74.3,2827,0.026282278,0.653333333,0.926308936441397
"of_a",73,72.3,1984,0.036441532,0.680821918,0.848461885441397
"have_to",73,72.3,518,0.13957529,0.421917808,0.78026196615069
"as_a",71,70.3,492,0.142886179,0.601408451,0.958603201441397
"going_to",71,70.3,127,0.553543307,0.364788732,0.68302107315069
"i_think",70,69.3,1571,0.044112031,0.35,0.360714283
"one_of",70,69.3,270,0.256666667,0.16,0.636693787548387
"that_the",69,68.3,1112,0.061420863,0.689855072,0.944316245605601
"to_get",69,68.3,2827,0.024159887,0.456521739,0.542079234
"want_to",68,67.3,115,0.585217391,0.432352941,0.77552196115069
"this_is",66,65.3,563,0.11598579,0.360606061,0.681722207094903
"he_was",65,64.3,503,0.127833002,0.581538462,0.68150461423511
"about_the",64,63.3,351,0.18034188,0.65625,0.934102074805601
"the_same",61,60.3,4856,0.012417628,0.585245902,0.598630136561644
"out_of",61,60.3,282,0.213829787,0.413114754,0.652822814548387
"and_i",61,60.3,2430,0.024814815,0.481967213,0.527943946441757
"have_a",60,59.3,518,0.114478764,0.606666667,0.866209180441397
"was_a",60,59.3,638,0.092946708,0.63,0.869700458441397
"by_the",60,59.3,290,0.204482759,0.653333333,0.940115252205601
"i_love",60,59.3,1571,0.037746658,0.361666667,0.607534267739726
"on_a",59,58.3,869,0.067088608,0.66440678,0.968370450441397
"to_do",57,56.3,2827,0.019915104,0.466666667,0.659670788312757
"that_i",57,56.3,1112,0.050629496,0.466666667,0.554169279441757
"a_lot",53,52.3,2406,0.021737323,0.290566038,0.28
"the_first",52,51.3,4856,0.01056425,0.498076923,0.691453013478632
"to_go",52,51.3,2827,0.018146445,0.484615385,0.537007878700787
"to_see",52,51.3,2827,0.018146445,0.471153846,0.515503865116279
"and_a",51,50.3,2430,0.020699588,0.603921569,0.954072857441397
"as_the",51,50.3,492,0.102235772,0.68627451,0.940280000205601
"is_not",50,49.3,1138,0.043321617,0.518,0.703076978769231
"to_have",46,45.3,2827,0.016024054,0.410869565,0.548069554972973
"need_to",46,45.3,111,0.408108108,0.532608696,0.81446784115069
"have_been",45,44.3,518,0.085521236,0.653333333,0.691925462260869
"a_few",45,44.3,2406,0.018412303,0.482222222,0.470491804770492
"we_are",44,43.3,453,0.095584989,0.493181818,0.816760878109228
"all_the",44,43.3,340,0.127352941,0.525,0.951832716605601
"that_is",43,42.3,1112,0.038039568,0.553488372,0.791564035094903
"are_you",43,42.3,531,0.079661017,0.586046512,0.914202899405797
"you_can",43,42.3,1035,0.040869565,0.586046512,0.636444417333333
"be_a",43,42.3,527,0.080265655,0.586046512,0.922651409441397
"you_are",43,42.3,1035,0.040869565,0.520930233,0.705084795109228
"you_have",43,42.3,1035,0.040869565,0.406976744,0.541505848972973
"a_good",42,41.3,2406,0.01716542,0.55,0.820103108453608
"but_i",42,41.3,498,0.082931727,0.45,0.644111991441757
"a_little",42,41.3,2406,0.01716542,0.45,0.656164382369863
"more_than",42,41.3,251,0.164541833,0.566666667,0.654054054864865
"i_just",41,40.3,1571,0.025652451,0.563414634,0.872758654137931
"of_my",40,39.3,1984,0.019808468,0.665,0.892555394478873
"the_best",40,39.3,4856,0.008093081,0.665,0.770786530674157
"thank_you",40,39.3,46,0.854347826,0.5075,0.932657005405797
"has_been",40,39.3,245,0.160408163,0.6475,0.750931673260869
"he_said",39,38.3,503,0.076143141,0.502564103,0.678658529658537
"we_have",39,38.3,453,0.084547461,0.412820513,0.550386157972973
"there_are",39,38.3,227,0.168722467,0.448717949,0.850282537109228
"and_then",38,37.3,2430,0.015349794,0.607894737,0.672262771751825
"a_great",38,37.3,2406,0.015502909,0.534210526,0.785849074471698
"the_new",38,37.3,4856,0.007681219,0.607894737,0.815760886173913
"there_is",37,36.3,227,0.159911894,0.416216216,0.817574577094903
"into_the",37,36.3,151,0.240397351,0.681081081,0.979242108205601
"to_make",37,36.3,2827,0.012840467,0.510810811,0.479527564322835
"the_other",37,36.3,4856,0.007475288,0.586486486,0.865441147823529
"trying_to",36,35.3,38,0.928947368,0.486111111,0.89441124115069
"i_know",36,35.3,1571,0.022469764,0.486111111,0.625874122496503
"thanks_for",36,35.3,92,0.383695652,0.291666667,0.791391843897436
"that_he",36,35.3,1112,0.031744604,0.447222222,0.59463213266998
"he_is",36,35.3,503,0.070178926,0.583333333,0.789103574094903
"of_his",35,34.3,1984,0.017288306,0.64,0.895975312647059
"when_i",35,34.3,271,0.126568266,0.56,0.741947763441757
"i_had",35,34.3,1571,0.021833227,0.44,0.60353985159292
"would_be",35,34.3,178,0.192696629,0.5,0.839658443637571
"back_to",35,34.3,135,0.254074074,0.54,0.84573773515069
"i_can",34,33.3,1571,0.02119669,0.535294118,0.778666639333333
"the_way",34,33.3,4856,0.006857496,0.514705882,0.518656718597015
"they_are",34,33.3,340,0.097941176,0.597058824,0.849905886109228
"it's_a",34,33.3,185,0.18,0.658823529,0.942684659441397
"i_don't",34,33.3,1571,0.02119669,0.411764706,0.554621835470588
"in_my",33,32.3,1587,0.020352867,0.593939394,0.920724409478873
"up_to",32,31.3,301,0.103986711,0.525,0.77071120715069
"but_the",32,31.3,498,0.062851406,0.7,0.973517230205601
"at_a",32,31.3,601,0.052079867,0.7,0.989234950441397
"do_you",32,31.3,243,0.128806584,0.48125,0.806183576405797
"so_i",32,31.3,387,0.080878553,0.48125,0.645066797441757
"so_much",32,31.3,387,0.080878553,0.525,0.598260882956522
"for_me",31,30.3,1092,0.027747253,0.587096774,0.742433273350148
"last_year",31,30.3,145,0.208965517,0.496774194,0.6352
"over_the",31,30.3,127,0.238582677,0.541935484,0.968451332205601
"some_of",31,30.3,212,0.142924528,0.203225806,0.708820803548387
"way_to",31,30.3,134,0.226119403,0.496774194,0.75217565615069
"the_most",31,30.3,4856,0.006239703,0.519354839,0.780232555139535
"you_want",31,30.3,1035,0.029275362,0.361290323,0.288695659304348
"was_the",30,29.3,638,0.045924765,0.653333333,0.949052651205601
"lot_of",30,29.3,55,0.532727273,0.63,0.959123217548387
"able_to",30,29.3,30,0.976666667,0.653333333,0.88914063815069
"at_least",30,29.3,601,0.04875208,0.56,0.599999999727273
"like_a",30,29.3,245,0.119591837,0.7,0.962052904441397
"when_you",29,28.3,271,0.104428044,0.579310345,0.781449276405797
"the_world",29,28.3,4856,0.005827842,0.627586207,0.669841275111111
"you_need",29,28.3,1035,0.027342995,0.217241379,0.327027034720721
"not_to",29,28.3,455,0.062197802,0.579310345,0.86692627615069
"a_new",29,28.3,2406,0.011762261,0.651724138,0.896195670173913
"the_time",29,28.3,4856,0.005827842,0.45862069,0.638207518377358
"is_that",29,28.3,1138,0.02486819,0.555172414,0.819334472496403
"had_a",28,27.3,226,0.12079646,0.625,0.943557477441397
"what_i",28,27.3,304,0.089802632,0.55,0.719541652441757
"that_we",28,27.3,1112,0.02455036,0.55,0.605739554501104
"part_of",28,27.3,52,0.525,0.3,0.690726044548387
"that_you",28,27.3,1112,0.02455036,0.625,0.742512078405797
"of_your",28,27.3,1984,0.013760081,0.6,0.921387272144509
"that_are",28,27.3,1112,0.02455036,0.65,0.921280651109228
"all_of",28,27.3,340,0.080294118,0.275,0.698941772548387
"the_last",28,27.3,4856,0.005621911,0.575,0.538620703793103
"about_it",27,26.3,351,0.074928775,0.622222222,0.882264998547009
"and_it",27,26.3,2430,0.010823045,0.388888889,0.774038502547009
"i_will",27,26.3,1571,0.016740929,0.518518519,0.628930787937107
"i_did",26,25.3,1571,0.016104392,0.565384615,0.524545461909091
"time_to",26,25.3,212,0.119339623,0.592307692,0.90357289815069
"the_day",26,25.3,4856,0.005210049,0.619230769,0.714062498
"kind_of",26,25.3,32,0.790625,0.673076923,0.988155475548387
"as_well",25,24.3,492,0.049390244,0.364,0.8328
"it_to",25,24.3,936,0.025961538,0.56,0.79023720615069
"the_next",25,24.3,4856,0.005004119,0.588,0.654430373240506
"be_the",25,24.3,527,0.046110057,0.476,0.934493342805601
"to_you",25,24.3,2827,0.008595684,0.588,0.941739131405797
"a_bit",25,24.3,2406,0.010099751,0.532,0.5325
"the_end",25,24.3,4856,0.005004119,0.28,0.463414632634146
"we_can",25,24.3,453,0.053642384,0.588,0.785333304333333
"the_only",25,24.3,4856,0.005004119,0.532,0.889403979476821
"through_the",25,24.3,82,0.296341463,0.672,0.961861548405601
"i_can't",25,24.3,1571,0.015467855,0.56,0.51724138262069
"in_this",25,24.3,1587,0.015311909,0.588,0.96749563921492
"according_to",25,24.3,25,0.972,0.448,0.88440062615069
"did_not",25,24.3,110,0.220909091,0.56,0.936263793769231
"i_hope",24,23.3,1571,0.014831318,0.320833333,0.443103450448276
"i_got",24,23.3,1571,0.014831318,0.525,0.621153832384615
"the_past",24,23.3,4856,0.004798188,0.554166667,0.639473685315789
"to_say",24,23.3,2827,0.008241953,0.495833333,0.659633049055046
"you_know",24,23.3,1035,0.022512077,0.583333333,0.615384611496503
"and_other",24,23.3,2430,0.009588477,0.7,0.947058795823529
"out_to",24,23.3,282,0.082624113,0.6125,0.79366840515069
"this_year",24,23.3,563,0.041385435,0.641666667,0.6832
"they_were",23,22.3,340,0.065588235,0.7,0.83888894769697
"of_those",23,22.3,1984,0.011239919,0.639130435,0.780681821818182
"it's_not",23,22.3,185,0.120540541,0.669565217,0.792087969769231
"not_a",23,22.3,455,0.049010989,0.669565217,0.936450242441397
"right_now",23,22.3,113,0.197345133,0.639130435,0.755900615565217
"is_an",23,22.3,1138,0.019595782,0.669565217,0.925259471276817
"on_your",23,22.3,869,0.02566168,0.669565217,0.931791896144509
"you_will",23,22.3,1035,0.021545894,0.547826087,0.596226384937107
"said_the",23,22.3,328,0.067987805,0.7,0.977162206805601
"to_find",23,22.3,2827,0.007888221,0.486956522,0.600000005322581
"is_to",23,22.3,1138,0.019595782,0.608695652,0.81146112015069
"to_help",23,22.3,2827,0.007888221,0.669565217,0.629508201114754
"to_keep",23,22.3,2827,0.007888221,0.57826087,0.505555561777778
"i_do",22,21.3,1571,0.013558243,0.477272727,0.770370378312757
"like_to",22,21.3,245,0.086938776,0.572727273,0.79893901115069
"for_you",22,21.3,1092,0.019505495,0.636363636,0.962318842405797
"the_city",22,21.3,4856,0.004386326,0.636363636,0.828125
"in_his",22,21.3,1587,0.01342155,0.636363636,0.894736928647059
"to_hear",22,21.3,2827,0.007534489,0.477272727,0.590909090090909
"know_what",22,21.3,143,0.148951049,0.540909091,0.627960522
"said_he",22,21.3,328,0.064939024,0.604545455,0.75009932966998
"i_want",22,21.3,1571,0.013558243,0.318181818,0.313043487304348
"i_could",22,21.3,1571,0.013558243,0.509090909,0.686486501216216
"have_the",22,21.3,518,0.041119691,0.572727273,0.967586424805601
"i_feel",22,21.3,1571,0.013558243,0.381818182,0.647761194955224
"as_i",21,20.3,492,0.041260163,0.533333333,0.714322048441757
"to_me",21,20.3,2827,0.007180757,0.633333333,0.757566806350148
"off_the",21,20.3,109,0.186238532,0.666666667,0.985584777205601
"from_a",21,20.3,394,0.051522843,0.666666667,0.982418654441397
"how_to",21,20.3,161,0.126086957,0.633333333,0.92051665315069
"get_a",21,20.3,202,0.10049505,0.533333333,0.944679667441397
"she_said",21,20.3,229,0.088646288,0.6,0.742682919658537
"into_a",21,20.3,151,0.134437086,0.7,0.986865870441397
"when_he",21,20.3,271,0.074907749,0.566666667,0.76719674566998
"to_take",21,20.3,2827,0.007180757,0.566666667,0.532222214444444
"and_you",21,20.3,2430,0.008353909,0.566666667,0.824057971405797
"that_was",21,20.3,1112,0.018255396,0.566666667,0.86191213823511
"around_the",20,19.3,83,0.23253012,0.63,0.982413441405601
"go_to",20,19.3,127,0.151968504,0.455,0.89992945915069
"there_was",20,19.3,227,0.085022026,0.35,0.84639489523511
"we_were",20,19.3,453,0.042604857,0.665,0.90555561569697
"the_state",20,19.3,4856,0.003974465,0.56,0.825806463354839
"she_was",20,19.3,229,0.084279476,0.595,0.81959238523511
"has_a",20,19.3,245,0.07877551,0.665,0.944305603441397
"if_i",20,19.3,280,0.068928571,0.63,0.797326502441757
"by_a",20,19.3,290,0.066551724,0.665,0.970490142441397
"to_my",20,19.3,2827,0.006827025,0.665,0.930181152478873
"that_they",20,19.3,1112,0.017356115,0.56,0.629999996764706
"would_have",20,19.3,178,0.108426966,0.385,0.640347548972973
"not_only",20,19.3,455,0.042417582,0.595,0.833774841476821
"for_this",20,19.3,1092,0.017673993,0.665,0.94014217721492
"forward_to",20,19.3,35,0.551428571,0.56,0.88404689715069
"up_and",19,18.3,301,0.060797342,0.663157895,0.966913757477366
"hope_you",19,18.3,58,0.315517241,0.589473684,0.782801935405797
"should_be",19,18.3,69,0.265217391,0.7,0.818406073637571
"look_at",19,18.3,73,0.250684932,0.442105263,0.694509150086522
"up_in",19,18.3,301,0.060797342,0.442105263,0.647385050912413
"it_would",19,18.3,936,0.019551282,0.294736842,0.649438189842697
"who_are",19,18.3,258,0.070930233,0.7,0.817890822109228
"on_my",19,18.3,869,0.021058688,0.7,0.978470888478873
"in_that",19,18.3,1587,0.011531191,0.626315789,0.942356056496403
"what_you",18,17.3,304,0.056907895,0.583333333,0.838164252405797
"are_not",18,17.3,531,0.032580038,0.622222222,0.910329727769231
"said_i",18,17.3,328,0.052743902,0.622222222,0.756333505441757
"up_with",18,17.3,301,0.057475083,0.544444444,0.727618966666667
"of_our",18,17.3,1984,0.008719758,0.661111111,0.917033012
"to_work",18,17.3,2827,0.006119561,0.583333333,0.732323229454545
"its_a",18,17.3,198,0.087373737,0.583333333,0.949791887441397
"during_the",18,17.3,52,0.332692308,0.661111111,0.983710808005601
"up_the",18,17.3,301,0.057475083,0.622222222,0.991392025405601
"wait_to",18,17.3,38,0.455263158,0.35,0.86674941115069
"you_don't",18,17.3,1035,0.016714976,0.466666667,0.650420152470588
"of_this",18,17.3,1984,0.008719758,0.7,0.97619901621492
"of_course",18,17.3,1984,0.008719758,0.7,0.807142859
"are_the",18,17.3,531,0.032580038,0.622222222,0.971416736605601
"the_game",18,17.3,4856,0.003562603,0.661111111,0.752054791794521
"can_be",18,17.3,225,0.076888889,0.7,0.875901328637571
"wanted_to",18,17.3,28,0.617857143,0.7,0.87782121915069
"of_their",18,17.3,1984,0.008719758,0.661111111,0.906372516431372
"thanks_to",18,17.3,92,0.188043478,0.505555556,0.86773985715069
"the_second",18,17.3,4856,0.003562603,0.622222222,0.673333333333333
"you_get",18,17.3,1035,0.016714976,0.661111111,0.747029742
"but_it",18,17.3,498,0.034738956,0.466666667,0.763247904547009
"is_my",18,17.3,1138,0.015202109,0.7,0.967002077478873
"so_many",18,17.3,387,0.044702842,0.622222222,0.808163242
"this_week",18,17.3,563,0.030728242,0.544444444,0.723287669506849
"what_is",17,16.3,304,0.053618421,0.576470588,0.809138723094903
"could_be",17,16.3,111,0.146846847,0.617647059,0.915559772637571
"i'm_not",17,16.3,165,0.098787879,0.494117647,0.875604455769231
"end_of",17,16.3,41,0.397560976,0.205882353,0.747228061548387
"at_all",17,16.3,601,0.027121464,0.617647059,0.816176471705882
"used_to",17,16.3,57,0.285964912,0.576470588,0.89168750815069
"at_this",17,16.3,601,0.027121464,0.329411765,0.95133223421492
"a_very",17,16.3,2406,0.00677473,0.576470588,0.836559124107527
"such_a",17,16.3,46,0.354347826,0.658823529,0.973773601441397
"got_a",17,16.3,104,0.156730769,0.7,0.946757804441397
"high_school",17,16.3,51,0.319607843,0.7,0.86125
"if_the",17,16.3,280,0.058214286,0.7,0.985770114405601
"they_will",17,16.3,340,0.047941176,0.494117647,0.674213804937107
"and_my",17,16.3,2430,0.006707819,0.7,0.973641915478873
"think_i",17,16.3,140,0.116428571,0.535294118,0.781731342441757
"in_her",17,16.3,1587,0.010270951,0.658823529,0.963888911111111
"the_fact",17,16.3,4856,0.003356672,0.164705882,0.43125
"the_right",17,16.3,4856,0.003356672,0.576470588,0.918584063522124
"what_a",17,16.3,304,0.053618421,0.494117647,0.951828461441397
"a_couple",17,16.3,2406,0.00677473,0.288235294,0.457692310923077
"it_i",17,16.3,936,0.01741453,0.535294118,0.730171826441757
"had_to",17,16.3,226,0.072123894,0.7,0.87474375015069
"them_to",16,15.3,182,0.084065934,0.56875,0.84899207015069
"then_i",16,15.3,137,0.111678832,0.7,0.854996778441757
"the_house",16,15.3,4856,0.003150741,0.7,0.826666674777778
"be_in",16,15.3,527,0.029032258,0.525,0.680151276912413
"of_all",16,15.3,1984,0.007711694,0.56875,0.715000000705882
"make_the",16,15.3,127,0.120472441,0.7,0.973270113205601
"is_it",16,15.3,1138,0.01344464,0.7,0.907264998547009
"which_is",16,15.3,149,0.102684564,0.6125,0.885588637094903
"out_the",16,15.3,282,0.054255319,0.6125,0.971952158605601
"i_would",16,15.3,1571,0.00973902,0.48125,0.565730323842697
"i_need",16,15.3,1571,0.00973902,0.2625,0.407207215720721
"people_who",16,15.3,175,0.087428571,0.6125,0.879069809775194
"because_of",16,15.3,127,0.120472441,0.6125,0.693951850548387
"the_top",16,15.3,4856,0.003150741,0.56875,0.680645157032258
"new_york",16,15.3,184,0.083152174,0.65625,0.65625
"in_your",16,15.3,1587,0.009640832,0.65625,0.932080914144509
"we_had",16,15.3,453,0.033774834,0.56875,0.68628321459292
"in_and",16,15.3,1587,0.009640832,0.65625,0.921605114477366
"are_a",16,15.3,531,0.028813559,0.7,0.962136026441397
"of_them",16,15.3,1984,0.007711694,0.7,0.869230786538461
"to_play",16,15.3,2827,0.005412098,0.6125,0.71304347526087
"fact_that",16,15.3,32,0.478125,0.65625,0.815197782496403
"is_going",16,15.3,1138,0.01344464,0.21875,0.437007876755906
"than_the",16,15.3,148,0.103378378,0.65625,0.979303887205601
"can't_wait",16,15.3,58,0.263793103,0.13125,0.476315789473684
"you_guys",16,15.3,1035,0.014782609,0.7,0.721428574
"i_thought",16,15.3,1571,0.00973902,0.525,0.615789474157895
"looking_forward",16,15.3,53,0.288679245,0.04375,0.448571434
"like_the",16,15.3,245,0.06244898,0.7,0.988920856805601
"in_their",16,15.3,1587,0.009640832,0.6125,0.900980358431372
"a_year",16,15.3,2406,0.006359102,0.525,0.6912
"had_the",15,14.3,226,0.063274336,0.56,0.969604545605601
"last_week",15,14.3,145,0.09862069,0.606666667,0.686301368506849
"decided_to",15,14.3,21,0.680952381,0.653333333,0.94120996915069
"for_my",15,14.3,1092,0.013095238,0.7,0.970825014478873
"it_will",15,14.3,936,0.015277778,0.42,0.683333300937107
"this_time",15,14.3,563,0.025399645,0.466666667,0.882075443377358
"of_her",15,14.3,1984,0.007207661,0.7,0.946759282111111
"with_my",15,14.3,735,0.019455782,0.7,0.950704290478873
"love_you",15,14.3,146,0.097945205,0.653333333,0.922512079405797
"you_do",15,14.3,1035,0.013816425,0.606666667,0.801646098312757
"last_night",15,14.3,145,0.09862069,0.513333333,0.827272731727273
"it_and",15,14.3,936,0.015277778,0.653333333,0.893745033477366
"do_not",15,14.3,243,0.058847737,0.606666667,0.943076982769231
"going_on",15,14.3,127,0.112598425,0.7,0.740506197339471
"to_buy",15,14.3,2827,0.005058366,0.513333333,0.63214286
"try_to",15,14.3,39,0.366666667,0.56,0.94920430715069
"a_small",15,14.3,2406,0.005943475,0.7,0.855263159842105
"it_all",15,14.3,936,0.015277778,0.653333333,0.767058823705882
"he_has",15,14.3,503,0.028429423,0.606666667,0.682040828428571
"who_is",15,14.3,258,0.055426357,0.56,0.863268777094903
"the_one",15,14.3,4856,0.002944811,0.653333333,0.936296288555556
"for_it",15,14.3,1092,0.013095238,0.653333333,0.806410297547009
"it_a",15,14.3,936,0.015277778,0.653333333,0.961554148441397
"it_the",15,14.3,936,0.015277778,0.7,0.973125961605601
"on_his",15,14.3,869,0.016455696,0.7,0.942724545647059
"having_a",15,14.3,50,0.286,0.56,0.949334695441397
"see_you",15,14.3,129,0.110852713,0.56,0.962705314405797
"looking_for",15,14.3,53,0.269811321,0.606666667,0.875274625897436
"is_in",14,13.3,1138,0.01168717,0.55,0.648834326912413
"like_it",14,13.3,245,0.054285714,0.55,0.923824827547009
"out_there",14,13.3,282,0.047163121,0.7,0.924229078647577
"he_had",14,13.3,503,0.026441352,0.65,0.76592923359292
"me_i",14,13.3,337,0.039465875,0.55,0.919605307441757
"see_the",14,13.3,129,0.103100775,0.7,0.989250345805601
"let_me",14,13.3,40,0.3325,0.5,0.973293808350148
"need_a",14,13.3,111,0.11981982,0.7,0.983166782441397
"the_u.s",14,13.3,4856,0.00273888,0.55,0.782758626896552
"because_i",14,13.3,127,0.104724409,0.5,0.785486912441757
"the_people",14,13.3,4856,0.00273888,0.5,0.83428573
"are_in",14,13.3,531,0.025047081,0.65,0.729741698912413
"as_much",14,13.3,492,0.02703252,0.25,0.821739147956522
"about_a",14,13.3,351,0.037891738,0.7,0.977347996441397
"she_is",14,13.3,229,0.058078603,0.7,0.884709902094903
"and_they",14,13.3,2430,0.005473251,0.55,0.854999995764706
"just_a",14,13.3,290,0.045862069,0.65,0.944222476441397
"who_has",14,13.3,258,0.051550388,0.4,0.688163278428571
"don't_know",14,13.3,119,0.111764706,0.4,0.647552442496503
"to_her",14,13.3,2827,0.004704634,0.7,0.934259283111111
"their_own",14,13.3,204,0.065196078,0.7,0.926315794
"of_us",14,13.3,1984,0.006703629,0.7,0.882142835
"with_you",14,13.3,735,0.018095238,0.7,0.986280194405797
"and_he",14,13.3,2430,0.005473251,0.7,0.67355857266998
"after_the",14,13.3,109,0.122018349,0.65,0.970778351405601
"in_any",14,13.3,1587,0.008380592,0.6,0.812765936765957
"because_it",14,13.3,127,0.104724409,0.5,0.771367563547009
"that_she",14,13.3,1112,0.011960432,0.45,0.734934523720524
"tell_you",14,13.3,46,0.289130435,0.55,0.969758454405797
"what_they",14,13.3,304,0.04375,0.55,0.813823525764706
"me_and",14,13.3,337,0.039465875,0.5,0.933745033477366
"and_her",14,13.3,2430,0.005473251,0.7,0.962037060111111
"and_in",14,13.3,2430,0.005473251,0.6,0.697794628912413
"does_not",13,12.3,61,0.201639344,0.7,0.954065992769231
"with_it",13,12.3,735,0.016734694,0.7,0.945619699547009
"not_the",13,12.3,455,0.027032967,0.7,0.966247873005601
"well_as",13,12.3,125,0.0984,0.646153846,0.838211361617886
"i_guess",13,12.3,1571,0.007829408,0.538461538,0.57142857
"working_on",13,12.3,45,0.273333333,0.646153846,0.892289854339471
"you_were",13,12.3,1035,0.011884058,0.646153846,0.91616167969697
"as_if",13,12.3,492,0.025,0.646153846,0.8657143
"if_he",13,12.3,280,0.043928571,0.592307692,0.73300191066998
"and_we",13,12.3,2430,0.005061728,0.538461538,0.805739555501104
"number_of",13,12.3,27,0.455555556,0.7,0.990978059548387
"st_louis",13,12.3,34,0.361764706,0.646153846,0.671428571
"that_it",13,12.3,1112,0.011061151,0.430769231,0.757051323547009
"i_really",13,12.3,1571,0.007829408,0.538461538,0.89147283455814
"to_put",13,12.3,2827,0.004350902,0.7,0.741304347434783
"and_that",13,12.3,2430,0.005061728,0.7,0.798651019496403
"such_as",13,12.3,46,0.267391304,0.646153846,0.891056890617886
"and_to",13,12.3,2430,0.005061728,0.7,0.90806529415069
"of_it",13,12.3,1984,0.006199597,0.7,0.925320553547009
"when_it",13,12.3,271,0.045387454,0.484615385,0.867841922547009
"went_to",13,12.3,44,0.279545455,0.7,0.90594289915069
"what_the",13,12.3,304,0.040460526,0.7,0.989929916205601
"i_get",13,12.3,1571,0.007829408,0.592307692,0.864851526
"in_an",13,12.3,1587,0.007750473,0.646153846,0.959861546276817
"it_in",13,12.3,936,0.013141026,0.592307692,0.714996898912413
"his_own",13,12.3,323,0.038080495,0.7,0.931578952
"said_it",13,12.3,328,0.0375,0.430769231,0.852136793547009
"to_our",13,12.3,2827,0.004350902,0.7,0.962087959
"the_case",13,12.3,4856,0.002532949,0.7,0.773076928153846
"full_of",13,12.3,35,0.351428571,0.7,0.775252252548387
"even_if",13,12.3,108,0.113888889,0.484615385,0.468928589
"and_their",13,12.3,2430,0.005061728,0.7,0.975980358431372
"first_time",13,12.3,117,0.105128205,0.646153846,0.817924500377358
"when_they",13,12.3,271,0.045387454,0.646153846,0.954117641764706
"we_need",13,12.3,453,0.027152318,0.323076923,0.398198206720721
"ready_for",13,12.3,35,0.351428571,0.592307692,0.673443122897436
"feel_like",13,12.3,67,0.18358209,0.592307692,0.753877563857143
"i_miss",13,12.3,1571,0.007829408,0.430769231,0.605128209717949
"most_of",13,12.3,86,0.143023256,0.323076923,0.751109110548387
"get_it",13,12.3,202,0.060891089,0.7,0.934935939547009
"couple_of",13,12.3,26,0.473076923,0.646153846,0.992137335548387
"not_sure",13,12.3,455,0.027032967,0.484615385,0.814285720333333
"but_not",12,11.3,498,0.022690763,0.641666667,0.948791267769231
"up_for",12,11.3,301,0.037541528,0.7,0.776648251897436
"it_but",12,11.3,936,0.01207265,0.641666667,0.766465918461847
"of_that",12,11.3,1984,0.005695565,0.7,0.877158213496403
"but_he",12,11.3,498,0.022690763,0.7,0.72842934666998
"do_i",12,11.3,243,0.046502058,0.583333333,0.903882837441757
"with_them",12,11.3,735,0.01537415,0.583333333,0.796703316538461
"them_and",12,11.3,182,0.062087912,0.7,0.989876721477366
"sense_of",12,11.3,22,0.513636364,0.525,0.755695804548387
"when_the",12,11.3,271,0.041697417,0.7,0.985667147605601
"out_with",12,11.3,282,0.040070922,0.641666667,0.810476109666667
"a_man",12,11.3,2406,0.004696592,0.7,0.845161299290322
"you_all",12,11.3,1035,0.010917874,0.583333333,0.838235295705882
"time_the",12,11.3,212,0.053301887,0.7,0.990197626405601
"we_will",12,11.3,453,0.024944812,0.525,0.651886760937107
"across_the",12,11.3,16,0.70625,0.525,0.991412618805601
"must_be",12,11.3,35,0.322857143,0.7,0.940037951637571
"and_she",12,11.3,2430,0.004650206,0.7,0.818340635720524
"i_dont",12,11.3,1571,0.007192871,0.408333333,0.564864863378378
"with_his",12,11.3,735,0.01537415,0.7,0.979566649647059
"to_know",12,11.3,2827,0.00399717,0.35,0.686713281496503
"know_if",12,11.3,143,0.079020979,0.466666667,0.566428588
"being_a",12,11.3,98,0.115306122,0.7,0.958062876441397
"is_what",12,11.3,1138,0.009929701,0.525,0.7180921
"i_didn't",12,11.3,1571,0.007192871,0.525,0.681395345023256
"me_to",12,11.3,337,0.033531157,0.641666667,0.88846854515069
